ds,region,skill_category,y
2025-08-01,Delhi,electrician,25
2025-08-02,Delhi,electrician,19
2025-08-03,Delhi,electrician,14
2025-08-04,Delhi,electrician,26
2025-08-05,Delhi,electrician,25
2025-08-06,Delhi,electrician,27
2025-08-07,Delhi,electrician,28
2025-08-08,Delhi,electrician,20
2025-08-09,Delhi,electrician,16
2025-08-10,Delhi,electrician,12
2025-08-11,Delhi,electrician,25
2025-08-12,Delhi,electrician,28
2025-08-13,Delhi,electrician,24
2025-08-14,Delhi,electrician,18
2025-08-15,Delhi,electrician,22
2025-08-16,Delhi,electrician,18
2025-08-17,Delhi,electrician,14
2025-08-18,Delhi,electrician,25
2025-08-19,Delhi,electrician,24
2025-08-20,Delhi,electrician,22
2025-08-21,Delhi,electrician,26
2025-08-22,Delhi,electrician,21
2025-08-23,Delhi,electrician,21
2025-08-24,Delhi,electrician,14
2025-08-25,Delhi,electrician,22
2025-08-26,Delhi,electrician,23
2025-08-27,Delhi,electrician,26
2025-08-28,Delhi,electrician,24
2025-08-29,Delhi,electrician,27
2025-08-30,Delhi,electrician,17
2025-08-31,Delhi,electrician,12
2025-09-01,Delhi,electrician,24
2025-09-02,Delhi,electrician,21
2025-09-03,Delhi,electrician,24
2025-09-04,Delhi,electrician,19
2025-09-05,Delhi,electrician,21
2025-09-06,Delhi,electrician,14
2025-09-07,Delhi,electrician,8
2025-09-08,Delhi,electrician,25
2025-09-09,Delhi,electrician,24
2025-09-10,Delhi,electrician,21
2025-09-11,Delhi,electrician,18
2025-09-12,Delhi,electrician,21
2025-09-13,Delhi,electrician,14
2025-09-14,Delhi,electrician,11
2025-09-15,Delhi,electrician,20
2025-09-16,Delhi,electrician,22
2025-09-17,Delhi,electrician,26
2025-09-18,Delhi,electrician,22
2025-09-19,Delhi,electrician,17
2025-09-20,Delhi,electrician,16
2025-09-21,Delhi,electrician,13
2025-09-22,Delhi,electrician,27
2025-09-23,Delhi,electrician,18
2025-09-24,Delhi,electrician,23
2025-09-25,Delhi,electrician,16
2025-09-26,Delhi,electrician,21
2025-09-27,Delhi,electrician,13
2025-09-28,Delhi,electrician,14
2025-09-29,Delhi,electrician,18
2025-09-30,Delhi,electrician,17
2025-10-01,Delhi,electrician,28
2025-10-02,Delhi,electrician,22
2025-10-03,Delhi,electrician,29
2025-10-04,Delhi,electrician,14
2025-10-05,Delhi,electrician,15
2025-10-06,Delhi,electrician,20
2025-10-07,Delhi,electrician,27
2025-10-08,Delhi,electrician,36
2025-10-09,Delhi,electrician,30
2025-10-10,Delhi,electrician,24
2025-10-11,Delhi,electrician,19
2025-10-12,Delhi,electrician,15
2025-10-13,Delhi,electrician,29
2025-10-14,Delhi,electrician,24
2025-10-15,Delhi,electrician,32
2025-10-16,Delhi,electrician,19
2025-10-17,Delhi,electrician,25
2025-10-18,Delhi,electrician,18
2025-10-19,Delhi,electrician,16
2025-10-20,Delhi,electrician,27
2025-10-21,Delhi,electrician,24
2025-10-22,Delhi,electrician,26
2025-10-23,Delhi,electrician,29
2025-10-24,Delhi,electrician,27
2025-10-25,Delhi,electrician,18
2025-10-26,Delhi,electrician,14
2025-10-27,Delhi,electrician,30
2025-10-28,Delhi,electrician,27
2025-10-29,Delhi,electrician,30
2025-10-30,Delhi,electrician,36
2025-10-31,Delhi,electrician,23
2025-11-01,Delhi,electrician,15
2025-11-02,Delhi,electrician,16
2025-11-03,Delhi,electrician,25
2025-11-04,Delhi,electrician,28
2025-11-05,Delhi,electrician,27
2025-11-06,Delhi,electrician,28
2025-11-07,Delhi,electrician,33
2025-11-08,Delhi,electrician,21
2025-11-09,Delhi,electrician,17
2025-11-10,Delhi,electrician,23
2025-11-11,Delhi,electrician,25
2025-11-12,Delhi,electrician,20
2025-11-13,Delhi,electrician,26
2025-11-14,Delhi,electrician,31
2025-11-15,Delhi,electrician,20
2025-11-16,Delhi,electrician,15
2025-11-17,Delhi,electrician,27
2025-11-18,Delhi,electrician,26
2025-11-19,Delhi,electrician,31
2025-11-20,Delhi,electrician,32
2025-11-21,Delhi,electrician,22
2025-11-22,Delhi,electrician,20
2025-11-23,Delhi,electrician,17
2025-11-24,Delhi,electrician,26
2025-11-25,Delhi,electrician,31
2025-11-26,Delhi,electrician,41
2025-11-27,Delhi,electrician,29
2025-11-28,Delhi,electrician,29
2025-11-29,Delhi,electrician,18
2025-11-30,Delhi,electrician,16
2025-12-01,Delhi,electrician,19
2025-12-02,Delhi,electrician,20
2025-12-03,Delhi,electrician,18
2025-12-04,Delhi,electrician,20
2025-12-05,Delhi,electrician,22
2025-12-06,Delhi,electrician,14
2025-12-07,Delhi,electrician,11
2025-12-08,Delhi,electrician,18
2025-12-09,Delhi,electrician,21
2025-12-10,Delhi,electrician,21
2025-12-11,Delhi,electrician,17
2025-12-12,Delhi,electrician,19
2025-12-13,Delhi,electrician,11
2025-12-14,Delhi,electrician,9
2025-12-15,Delhi,electrician,19
2025-12-16,Delhi,electrician,20
2025-12-17,Delhi,electrician,17
2025-12-18,Delhi,electrician,22
2025-12-19,Delhi,electrician,20
2025-12-20,Delhi,electrician,12
2025-12-21,Delhi,electrician,8
2025-12-22,Delhi,electrician,18
2025-12-23,Delhi,electrician,18
2025-12-24,Delhi,electrician,21
2025-12-25,Delhi,electrician,19
2025-12-26,Delhi,electrician,14
2025-12-27,Delhi,electrician,12
2025-12-28,Delhi,electrician,10
2025-12-29,Delhi,electrician,20
2025-12-30,Delhi,electrician,18
2025-12-31,Delhi,electrician,25
2026-01-01,Delhi,electrician,15
2026-01-02,Delhi,electrician,22
2026-01-03,Delhi,electrician,13
2026-01-04,Delhi,electrician,11
2026-01-05,Delhi,electrician,19
2026-01-06,Delhi,electrician,22
2026-01-07,Delhi,electrician,20
2026-01-08,Delhi,electrician,17
2026-01-09,Delhi,electrician,22
2026-01-10,Delhi,electrician,13
2026-01-11,Delhi,electrician,11
2026-01-12,Delhi,electrician,21
2026-01-13,Delhi,electrician,17
2026-01-14,Delhi,electrician,22
2026-01-15,Delhi,electrician,18
2026-01-16,Delhi,electrician,18
2026-01-17,Delhi,electrician,13
2026-01-18,Delhi,electrician,8
2026-01-19,Delhi,electrician,17
2026-01-20,Delhi,electrician,23
2026-01-21,Delhi,electrician,23
2026-01-22,Delhi,electrician,20
2026-01-23,Delhi,electrician,19
2026-01-24,Delhi,electrician,13
2026-01-25,Delhi,electrician,12
2026-01-26,Delhi,electrician,18
2026-01-27,Delhi,electrician,20
2026-01-28,Delhi,electrician,24
2026-01-29,Delhi,electrician,18
2026-01-30,Delhi,electrician,22
2026-01-31,Delhi,electrician,11
2026-02-01,Delhi,electrician,12
2026-02-02,Delhi,electrician,18
2026-02-03,Delhi,electrician,19
2026-02-04,Delhi,electrician,16
2026-02-05,Delhi,electrician,19
2026-02-06,Delhi,electrician,17
2026-02-07,Delhi,electrician,12
2026-02-08,Delhi,electrician,10
2026-02-09,Delhi,electrician,21
2026-02-10,Delhi,electrician,20
2026-02-11,Delhi,electrician,22
2026-02-12,Delhi,electrician,17
2026-02-13,Delhi,electrician,17
2026-02-14,Delhi,electrician,16
2026-02-15,Delhi,electrician,9
2026-02-16,Delhi,electrician,23
2026-02-17,Delhi,electrician,19
2026-02-18,Delhi,electrician,21
2026-02-19,Delhi,electrician,22
2026-02-20,Delhi,electrician,22
2026-02-21,Delhi,electrician,13
2026-02-22,Delhi,electrician,10
2026-02-23,Delhi,electrician,19
2026-02-24,Delhi,electrician,21
2026-02-25,Delhi,electrician,23
2026-02-26,Delhi,electrician,20
2026-02-27,Delhi,electrician,20
2026-02-28,Delhi,electrician,16
2026-03-01,Delhi,electrician,12
2026-03-02,Delhi,electrician,22
2026-03-03,Delhi,electrician,18
2026-03-04,Delhi,electrician,16
2026-03-05,Delhi,electrician,23
2026-03-06,Delhi,electrician,21
2026-03-07,Delhi,electrician,14
2026-03-08,Delhi,electrician,12
2026-03-09,Delhi,electrician,21
2026-03-10,Delhi,electrician,25
2026-03-11,Delhi,electrician,24
2026-03-12,Delhi,electrician,20
2026-03-13,Delhi,electrician,24
2026-03-14,Delhi,electrician,14
2026-03-15,Delhi,electrician,12
2026-03-16,Delhi,electrician,20
2026-03-17,Delhi,electrician,21
2026-03-18,Delhi,electrician,24
2026-03-19,Delhi,electrician,22
2026-03-20,Delhi,electrician,23
2026-03-21,Delhi,electrician,14
2026-03-22,Delhi,electrician,9
2026-03-23,Delhi,electrician,20
2026-03-24,Delhi,electrician,25
2026-03-25,Delhi,electrician,23
2026-03-26,Delhi,electrician,22
2026-03-27,Delhi,electrician,24
2026-03-28,Delhi,electrician,14
2026-03-29,Delhi,electrician,10
2026-03-30,Delhi,electrician,21
2026-03-31,Delhi,electrician,21
2026-04-01,Delhi,electrician,26
2026-04-02,Delhi,electrician,28
2026-04-03,Delhi,electrician,28
2026-04-04,Delhi,electrician,19
2026-04-05,Delhi,electrician,15
2026-04-06,Delhi,electrician,33
2026-04-07,Delhi,electrician,27
2026-04-08,Delhi,electrician,30
2026-04-09,Delhi,electrician,26
2026-04-10,Delhi,electrician,24
2026-04-11,Delhi,electrician,17
2026-04-12,Delhi,electrician,14
2026-04-13,Delhi,electrician,28
2026-04-14,Delhi,electrician,36
2026-04-15,Delhi,electrician,27
2026-04-16,Delhi,electrician,27
2026-04-17,Delhi,electrician,27
2026-04-18,Delhi,electrician,20
2026-04-19,Delhi,electrician,15
2026-04-20,Delhi,electrician,31
2026-04-21,Delhi,electrician,20
2026-04-22,Delhi,electrician,21
2026-04-23,Delhi,electrician,27
2026-04-24,Delhi,electrician,31
2026-04-25,Delhi,electrician,15
2026-04-26,Delhi,electrician,9
2026-04-27,Delhi,electrician,29
2026-04-28,Delhi,electrician,29
2026-04-29,Delhi,electrician,26
2026-04-30,Delhi,electrician,25
2026-05-01,Delhi,electrician,24
2026-05-02,Delhi,electrician,19
2026-05-03,Delhi,electrician,14
2026-05-04,Delhi,electrician,29
2026-05-05,Delhi,electrician,19
2026-05-06,Delhi,electrician,27
2026-05-07,Delhi,electrician,25
2026-05-08,Delhi,electrician,26
2026-05-09,Delhi,electrician,18
2026-05-10,Delhi,electrician,16
2026-05-11,Delhi,electrician,21
2026-05-12,Delhi,electrician,29
2026-05-13,Delhi,electrician,32
2026-05-14,Delhi,electrician,35
2026-05-15,Delhi,electrician,26
2026-05-16,Delhi,electrician,20
2026-05-17,Delhi,electrician,12
2026-05-18,Delhi,electrician,19
2026-05-19,Delhi,electrician,31
2026-05-20,Delhi,electrician,30
2026-05-21,Delhi,electrician,33
2026-05-22,Delhi,electrician,23
2026-05-23,Delhi,electrician,20
2026-05-24,Delhi,electrician,18
2026-05-25,Delhi,electrician,29
2026-05-26,Delhi,electrician,30
2026-05-27,Delhi,electrician,30
2026-05-28,Delhi,electrician,23
2026-05-29,Delhi,electrician,32
2026-05-30,Delhi,electrician,18
2026-05-31,Delhi,electrician,16
2026-06-01,Delhi,electrician,21
2026-06-02,Delhi,electrician,24
2026-06-03,Delhi,electrician,34
2026-06-04,Delhi,electrician,26
2026-06-05,Delhi,electrician,31
2026-06-06,Delhi,electrician,18
2026-06-07,Delhi,electrician,11
2026-06-08,Delhi,electrician,29
2026-06-09,Delhi,electrician,26
2026-06-10,Delhi,electrician,31
2026-06-11,Delhi,electrician,28
2026-06-12,Delhi,electrician,21
2026-06-13,Delhi,electrician,19
2026-06-14,Delhi,electrician,18
2026-06-15,Delhi,electrician,28
2026-06-16,Delhi,electrician,28
2026-06-17,Delhi,electrician,33
2026-06-18,Delhi,electrician,28
2026-06-19,Delhi,electrician,27
2026-06-20,Delhi,electrician,16
2026-06-21,Delhi,electrician,15
2026-06-22,Delhi,electrician,30
2026-06-23,Delhi,electrician,25
2026-06-24,Delhi,electrician,34
2026-06-25,Delhi,electrician,27
2026-06-26,Delhi,electrician,24
2026-06-27,Delhi,electrician,21
2026-06-28,Delhi,electrician,14
2026-06-29,Delhi,electrician,29
2026-06-30,Delhi,electrician,27
2026-07-01,Delhi,electrician,29
2026-07-02,Delhi,electrician,30
2026-07-03,Delhi,electrician,27
2026-07-04,Delhi,electrician,14
2026-07-05,Delhi,electrician,13
2026-07-06,Delhi,electrician,30
2026-07-07,Delhi,electrician,27
2026-07-08,Delhi,electrician,27
2026-07-09,Delhi,electrician,23
2026-07-10,Delhi,electrician,23
2026-07-11,Delhi,electrician,14
2026-07-12,Delhi,electrician,14
2026-07-13,Delhi,electrician,25
2026-07-14,Delhi,electrician,25
2026-07-15,Delhi,electrician,29
2026-07-16,Delhi,electrician,29
2026-07-17,Delhi,electrician,33
2026-07-18,Delhi,electrician,15
2026-07-19,Delhi,electrician,17
2026-07-20,Delhi,electrician,30
2026-07-21,Delhi,electrician,25
2026-07-22,Delhi,electrician,30
2026-07-23,Delhi,electrician,27
2026-07-24,Delhi,electrician,27
2026-07-25,Delhi,electrician,22
2026-07-26,Delhi,electrician,16
2026-07-27,Delhi,electrician,28
2026-07-28,Delhi,electrician,27
2026-07-29,Delhi,electrician,24
2026-07-30,Delhi,electrician,27
2026-07-31,Delhi,electrician,31
2026-08-01,Delhi,electrician,15
2026-08-02,Delhi,electrician,13
2026-08-03,Delhi,electrician,27
2026-08-04,Delhi,electrician,25
2026-08-05,Delhi,electrician,27
2026-08-06,Delhi,electrician,27
2026-08-07,Delhi,electrician,22
2026-08-08,Delhi,electrician,17
2026-08-09,Delhi,electrician,16
2026-08-10,Delhi,electrician,23
2026-08-11,Delhi,electrician,23
2026-08-12,Delhi,electrician,27
2026-08-13,Delhi,electrician,31
2026-08-14,Delhi,electrician,26
2026-08-15,Delhi,electrician,18
2026-08-16,Delhi,electrician,15
2026-08-17,Delhi,electrician,21
2026-08-18,Delhi,electrician,30
2026-08-19,Delhi,electrician,31
2026-08-20,Delhi,electrician,27
2026-08-21,Delhi,electrician,30
2026-08-22,Delhi,electrician,16
2026-08-23,Delhi,electrician,17
2026-08-24,Delhi,electrician,28
2026-08-25,Delhi,electrician,27
2026-08-26,Delhi,electrician,30
2026-08-27,Delhi,electrician,28
2026-08-28,Delhi,electrician,31
2025-08-01,Delhi,plumber,20
2025-08-02,Delhi,plumber,15
2025-08-03,Delhi,plumber,14
2025-08-04,Delhi,plumber,22
2025-08-05,Delhi,plumber,27
2025-08-06,Delhi,plumber,31
2025-08-07,Delhi,plumber,23
2025-08-08,Delhi,plumber,25
2025-08-09,Delhi,plumber,14
2025-08-10,Delhi,plumber,14
2025-08-11,Delhi,plumber,24
2025-08-12,Delhi,plumber,26
2025-08-13,Delhi,plumber,24
2025-08-14,Delhi,plumber,20
2025-08-15,Delhi,plumber,25
2025-08-16,Delhi,plumber,12
2025-08-17,Delhi,plumber,12
2025-08-18,Delhi,plumber,26
2025-08-19,Delhi,plumber,25
2025-08-20,Delhi,plumber,32
2025-08-21,Delhi,plumber,28
2025-08-22,Delhi,plumber,22
2025-08-23,Delhi,plumber,17
2025-08-24,Delhi,plumber,13
2025-08-25,Delhi,plumber,19
2025-08-26,Delhi,plumber,22
2025-08-27,Delhi,plumber,24
2025-08-28,Delhi,plumber,19
2025-08-29,Delhi,plumber,24
2025-08-30,Delhi,plumber,16
2025-08-31,Delhi,plumber,10
2025-09-01,Delhi,plumber,17
2025-09-02,Delhi,plumber,18
2025-09-03,Delhi,plumber,18
2025-09-04,Delhi,plumber,16
2025-09-05,Delhi,plumber,17
2025-09-06,Delhi,plumber,12
2025-09-07,Delhi,plumber,9
2025-09-08,Delhi,plumber,14
2025-09-09,Delhi,plumber,17
2025-09-10,Delhi,plumber,20
2025-09-11,Delhi,plumber,15
2025-09-12,Delhi,plumber,20
2025-09-13,Delhi,plumber,10
2025-09-14,Delhi,plumber,9
2025-09-15,Delhi,plumber,15
2025-09-16,Delhi,plumber,17
2025-09-17,Delhi,plumber,14
2025-09-18,Delhi,plumber,16
2025-09-19,Delhi,plumber,14
2025-09-20,Delhi,plumber,11
2025-09-21,Delhi,plumber,10
2025-09-22,Delhi,plumber,17
2025-09-23,Delhi,plumber,12
2025-09-24,Delhi,plumber,22
2025-09-25,Delhi,plumber,17
2025-09-26,Delhi,plumber,14
2025-09-27,Delhi,plumber,11
2025-09-28,Delhi,plumber,9
2025-09-29,Delhi,plumber,15
2025-09-30,Delhi,plumber,17
2025-10-01,Delhi,plumber,22
2025-10-02,Delhi,plumber,22
2025-10-03,Delhi,plumber,20
2025-10-04,Delhi,plumber,13
2025-10-05,Delhi,plumber,12
2025-10-06,Delhi,plumber,23
2025-10-07,Delhi,plumber,24
2025-10-08,Delhi,plumber,26
2025-10-09,Delhi,plumber,24
2025-10-10,Delhi,plumber,20
2025-10-11,Delhi,plumber,17
2025-10-12,Delhi,plumber,10
2025-10-13,Delhi,plumber,19
2025-10-14,Delhi,plumber,20
2025-10-15,Delhi,plumber,27
2025-10-16,Delhi,plumber,25
2025-10-17,Delhi,plumber,23
2025-10-18,Delhi,plumber,17
2025-10-19,Delhi,plumber,11
2025-10-20,Delhi,plumber,23
2025-10-21,Delhi,plumber,22
2025-10-22,Delhi,plumber,26
2025-10-23,Delhi,plumber,23
2025-10-24,Delhi,plumber,21
2025-10-25,Delhi,plumber,16
2025-10-26,Delhi,plumber,13
2025-10-27,Delhi,plumber,20
2025-10-28,Delhi,plumber,23
2025-10-29,Delhi,plumber,21
2025-10-30,Delhi,plumber,16
2025-10-31,Delhi,plumber,22
2025-11-01,Delhi,plumber,16
2025-11-02,Delhi,plumber,12
2025-11-03,Delhi,plumber,17
2025-11-04,Delhi,plumber,22
2025-11-05,Delhi,plumber,18
2025-11-06,Delhi,plumber,27
2025-11-07,Delhi,plumber,19
2025-11-08,Delhi,plumber,18
2025-11-09,Delhi,plumber,13
2025-11-10,Delhi,plumber,20
2025-11-11,Delhi,plumber,20
2025-11-12,Delhi,plumber,25
2025-11-13,Delhi,plumber,21
2025-11-14,Delhi,plumber,22
2025-11-15,Delhi,plumber,14
2025-11-16,Delhi,plumber,9
2025-11-17,Delhi,plumber,16
2025-11-18,Delhi,plumber,24
2025-11-19,Delhi,plumber,23
2025-11-20,Delhi,plumber,22
2025-11-21,Delhi,plumber,24
2025-11-22,Delhi,plumber,18
2025-11-23,Delhi,plumber,12
2025-11-24,Delhi,plumber,21
2025-11-25,Delhi,plumber,25
2025-11-26,Delhi,plumber,20
2025-11-27,Delhi,plumber,24
2025-11-28,Delhi,plumber,24
2025-11-29,Delhi,plumber,17
2025-11-30,Delhi,plumber,9
2025-12-01,Delhi,plumber,13
2025-12-02,Delhi,plumber,14
2025-12-03,Delhi,plumber,16
2025-12-04,Delhi,plumber,16
2025-12-05,Delhi,plumber,17
2025-12-06,Delhi,plumber,10
2025-12-07,Delhi,plumber,8
2025-12-08,Delhi,plumber,17
2025-12-09,Delhi,plumber,16
2025-12-10,Delhi,plumber,19
2025-12-11,Delhi,plumber,16
2025-12-12,Delhi,plumber,13
2025-12-13,Delhi,plumber,9
2025-12-14,Delhi,plumber,7
2025-12-15,Delhi,plumber,16
2025-12-16,Delhi,plumber,18
2025-12-17,Delhi,plumber,20
2025-12-18,Delhi,plumber,17
2025-12-19,Delhi,plumber,17
2025-12-20,Delhi,plumber,10
2025-12-21,Delhi,plumber,7
2025-12-22,Delhi,plumber,16
2025-12-23,Delhi,plumber,16
2025-12-24,Delhi,plumber,17
2025-12-25,Delhi,plumber,16
2025-12-26,Delhi,plumber,15
2025-12-27,Delhi,plumber,12
2025-12-28,Delhi,plumber,9
2025-12-29,Delhi,plumber,16
2025-12-30,Delhi,plumber,17
2025-12-31,Delhi,plumber,17
2026-01-01,Delhi,plumber,15
2026-01-02,Delhi,plumber,16
2026-01-03,Delhi,plumber,9
2026-01-04,Delhi,plumber,9
2026-01-05,Delhi,plumber,13
2026-01-06,Delhi,plumber,16
2026-01-07,Delhi,plumber,15
2026-01-08,Delhi,plumber,17
2026-01-09,Delhi,plumber,15
2026-01-10,Delhi,plumber,8
2026-01-11,Delhi,plumber,9
2026-01-12,Delhi,plumber,14
2026-01-13,Delhi,plumber,17
2026-01-14,Delhi,plumber,16
2026-01-15,Delhi,plumber,16
2026-01-16,Delhi,plumber,13
2026-01-17,Delhi,plumber,10
2026-01-18,Delhi,plumber,8
2026-01-19,Delhi,plumber,17
2026-01-20,Delhi,plumber,19
2026-01-21,Delhi,plumber,15
2026-01-22,Delhi,plumber,18
2026-01-23,Delhi,plumber,11
2026-01-24,Delhi,plumber,9
2026-01-25,Delhi,plumber,7
2026-01-26,Delhi,plumber,13
2026-01-27,Delhi,plumber,13
2026-01-28,Delhi,plumber,17
2026-01-29,Delhi,plumber,15
2026-01-30,Delhi,plumber,16
2026-01-31,Delhi,plumber,11
2026-02-01,Delhi,plumber,9
2026-02-02,Delhi,plumber,16
2026-02-03,Delhi,plumber,16
2026-02-04,Delhi,plumber,14
2026-02-05,Delhi,plumber,18
2026-02-06,Delhi,plumber,14
2026-02-07,Delhi,plumber,9
2026-02-08,Delhi,plumber,8
2026-02-09,Delhi,plumber,13
2026-02-10,Delhi,plumber,15
2026-02-11,Delhi,plumber,17
2026-02-12,Delhi,plumber,17
2026-02-13,Delhi,plumber,14
2026-02-14,Delhi,plumber,10
2026-02-15,Delhi,plumber,9
2026-02-16,Delhi,plumber,16
2026-02-17,Delhi,plumber,20
2026-02-18,Delhi,plumber,19
2026-02-19,Delhi,plumber,18
2026-02-20,Delhi,plumber,13
2026-02-21,Delhi,plumber,12
2026-02-22,Delhi,plumber,8
2026-02-23,Delhi,plumber,14
2026-02-24,Delhi,plumber,16
2026-02-25,Delhi,plumber,19
2026-02-26,Delhi,plumber,17
2026-02-27,Delhi,plumber,14
2026-02-28,Delhi,plumber,12
2026-03-01,Delhi,plumber,9
2026-03-02,Delhi,plumber,17
2026-03-03,Delhi,plumber,17
2026-03-04,Delhi,plumber,18
2026-03-05,Delhi,plumber,19
2026-03-06,Delhi,plumber,15
2026-03-07,Delhi,plumber,15
2026-03-08,Delhi,plumber,7
2026-03-09,Delhi,plumber,16
2026-03-10,Delhi,plumber,19
2026-03-11,Delhi,plumber,20
2026-03-12,Delhi,plumber,18
2026-03-13,Delhi,plumber,17
2026-03-14,Delhi,plumber,12
2026-03-15,Delhi,plumber,9
2026-03-16,Delhi,plumber,20
2026-03-17,Delhi,plumber,20
2026-03-18,Delhi,plumber,21
2026-03-19,Delhi,plumber,16
2026-03-20,Delhi,plumber,17
2026-03-21,Delhi,plumber,12
2026-03-22,Delhi,plumber,8
2026-03-23,Delhi,plumber,18
2026-03-24,Delhi,plumber,17
2026-03-25,Delhi,plumber,20
2026-03-26,Delhi,plumber,16
2026-03-27,Delhi,plumber,21
2026-03-28,Delhi,plumber,11
2026-03-29,Delhi,plumber,10
2026-03-30,Delhi,plumber,19
2026-03-31,Delhi,plumber,17
2026-04-01,Delhi,plumber,23
2026-04-02,Delhi,plumber,17
2026-04-03,Delhi,plumber,22
2026-04-04,Delhi,plumber,13
2026-04-05,Delhi,plumber,10
2026-04-06,Delhi,plumber,18
2026-04-07,Delhi,plumber,22
2026-04-08,Delhi,plumber,19
2026-04-09,Delhi,plumber,18
2026-04-10,Delhi,plumber,18
2026-04-11,Delhi,plumber,11
2026-04-12,Delhi,plumber,13
2026-04-13,Delhi,plumber,18
2026-04-14,Delhi,plumber,22
2026-04-15,Delhi,plumber,21
2026-04-16,Delhi,plumber,18
2026-04-17,Delhi,plumber,19
2026-04-18,Delhi,plumber,15
2026-04-19,Delhi,plumber,10
2026-04-20,Delhi,plumber,22
2026-04-21,Delhi,plumber,22
2026-04-22,Delhi,plumber,23
2026-04-23,Delhi,plumber,19
2026-04-24,Delhi,plumber,17
2026-04-25,Delhi,plumber,12
2026-04-26,Delhi,plumber,11
2026-04-27,Delhi,plumber,20
2026-04-28,Delhi,plumber,15
2026-04-29,Delhi,plumber,21
2026-04-30,Delhi,plumber,20
2026-05-01,Delhi,plumber,18
2026-05-02,Delhi,plumber,15
2026-05-03,Delhi,plumber,11
2026-05-04,Delhi,plumber,22
2026-05-05,Delhi,plumber,19
2026-05-06,Delhi,plumber,23
2026-05-07,Delhi,plumber,24
2026-05-08,Delhi,plumber,22
2026-05-09,Delhi,plumber,12
2026-05-10,Delhi,plumber,10
2026-05-11,Delhi,plumber,18
2026-05-12,Delhi,plumber,21
2026-05-13,Delhi,plumber,23
2026-05-14,Delhi,plumber,18
2026-05-15,Delhi,plumber,19
2026-05-16,Delhi,plumber,10
2026-05-17,Delhi,plumber,12
2026-05-18,Delhi,plumber,18
2026-05-19,Delhi,plumber,20
2026-05-20,Delhi,plumber,20
2026-05-21,Delhi,plumber,23
2026-05-22,Delhi,plumber,13
2026-05-23,Delhi,plumber,13
2026-05-24,Delhi,plumber,10
2026-05-25,Delhi,plumber,18
2026-05-26,Delhi,plumber,24
2026-05-27,Delhi,plumber,19
2026-05-28,Delhi,plumber,22
2026-05-29,Delhi,plumber,20
2026-05-30,Delhi,plumber,16
2026-05-31,Delhi,plumber,10
2026-06-01,Delhi,plumber,24
2026-06-02,Delhi,plumber,31
2026-06-03,Delhi,plumber,30
2026-06-04,Delhi,plumber,22
2026-06-05,Delhi,plumber,25
2026-06-06,Delhi,plumber,19
2026-06-07,Delhi,plumber,16
2026-06-08,Delhi,plumber,24
2026-06-09,Delhi,plumber,18
2026-06-10,Delhi,plumber,31
2026-06-11,Delhi,plumber,24
2026-06-12,Delhi,plumber,20
2026-06-13,Delhi,plumber,12
2026-06-14,Delhi,plumber,16
2026-06-15,Delhi,plumber,27
2026-06-16,Delhi,plumber,27
2026-06-17,Delhi,plumber,34
2026-06-18,Delhi,plumber,30
2026-06-19,Delhi,plumber,32
2026-06-20,Delhi,plumber,15
2026-06-21,Delhi,plumber,14
2026-06-22,Delhi,plumber,21
2026-06-23,Delhi,plumber,27
2026-06-24,Delhi,plumber,28
2026-06-25,Delhi,plumber,30
2026-06-26,Delhi,plumber,27
2026-06-27,Delhi,plumber,20
2026-06-28,Delhi,plumber,16
2026-06-29,Delhi,plumber,33
2026-06-30,Delhi,plumber,27
2026-07-01,Delhi,plumber,26
2026-07-02,Delhi,plumber,29
2026-07-03,Delhi,plumber,24
2026-07-04,Delhi,plumber,22
2026-07-05,Delhi,plumber,14
2026-07-06,Delhi,plumber,25
2026-07-07,Delhi,plumber,26
2026-07-08,Delhi,plumber,32
2026-07-09,Delhi,plumber,27
2026-07-10,Delhi,plumber,25
2026-07-11,Delhi,plumber,22
2026-07-12,Delhi,plumber,13
2026-07-13,Delhi,plumber,27
2026-07-14,Delhi,plumber,30
2026-07-15,Delhi,plumber,24
2026-07-16,Delhi,plumber,30
2026-07-17,Delhi,plumber,23
2026-07-18,Delhi,plumber,21
2026-07-19,Delhi,plumber,13
2026-07-20,Delhi,plumber,29
2026-07-21,Delhi,plumber,32
2026-07-22,Delhi,plumber,32
2026-07-23,Delhi,plumber,29
2026-07-24,Delhi,plumber,26
2026-07-25,Delhi,plumber,17
2026-07-26,Delhi,plumber,17
2026-07-27,Delhi,plumber,25
2026-07-28,Delhi,plumber,25
2026-07-29,Delhi,plumber,32
2026-07-30,Delhi,plumber,25
2026-07-31,Delhi,plumber,24
2026-08-01,Delhi,plumber,16
2026-08-02,Delhi,plumber,14
2026-08-03,Delhi,plumber,27
2026-08-04,Delhi,plumber,29
2026-08-05,Delhi,plumber,33
2026-08-06,Delhi,plumber,30
2026-08-07,Delhi,plumber,26
2026-08-08,Delhi,plumber,18
2026-08-09,Delhi,plumber,16
2026-08-10,Delhi,plumber,31
2026-08-11,Delhi,plumber,29
2026-08-12,Delhi,plumber,28
2026-08-13,Delhi,plumber,25
2026-08-14,Delhi,plumber,22
2026-08-15,Delhi,plumber,20
2026-08-16,Delhi,plumber,16
2026-08-17,Delhi,plumber,29
2026-08-18,Delhi,plumber,28
2026-08-19,Delhi,plumber,35
